ort;location;lat;lon
Dunajec;Dunajec, powiat tarnowski, województwo małopolskie, 30-860, Polska;50.0061214;20.8872039
Stein am Rhein;Stein am Rhein, Adlergässli, Städtli, Stein am Rhein, Schaffhausen, 8260, Schweiz/Suisse/Svizzera/Svizra;47.6597323;8.8596823
Lowicz;Łowicz, gmina Łowicz, powiat łowicki, województwo łódzkie, Polska;52.1012259;19.9474623726871
Znin;Żnin, gmina Żnin, powiat żniński, województwo kujawsko-pomorskie, 88-400, Polska;52.848462;17.7218791
Litzmannstadt;Getto łódzkie / Litzmannstadt Ghetto, Łódź, województwo łódzkie, Polska;51.789961399999996;19.460016397606275
Buskow;Buskow, Neuruppin, Ostprignitz-Ruppin, Brandenburg, Deutschland;52.8655765;12.8136708
Ostrowo;Ostrów Wielkopolski, gmina Przygodzice, powiat ostrowski, województwo wielkopolskie, 63-400, Polska;51.6471864;17.80376070395092
[Vienna?];Wien, Österreich;48.2083537;16.3725042
Hüttlingen;Hüttlingen, Bezirk Frauenfeld, Thurgau, 8553, Schweiz/Suisse/Svizzera/Svizra;47.5780903;8.9797096
Persien;Persien, Brake-Nord, Boitwarden, Brake, Landkreis Wesermarsch, Niedersachsen, 26919, Deutschland;53.3455117;8.4793094
[Maghreb];;;
[Berlin und Leipzig];;;
[Casekow];;;
Lipsiaie;;;
Isny im Allgöw;;;
Jehna;Jena, Thüringen, Deutschland;50.9281717;11.5879359
[Nürnberg;Nürnberg, Bayern, Deutschland;49.453872;11.077298
[Colmar];;;
Wittenberg [i.e. Erfurt];;;
 [Münster];Munster, Éire / Ireland;52.307621600000004;-8.570897276292667
Affoltern am Albis, Schweiz;Affoltern am Albis, Bezirk Affoltern, Zürich, Schweiz/Suisse/Svizzera/Svizra;47.2782467;8.4521518
Ispahan;اصفهان, بخش مرکزی شهرستان اصفهان, شهرستان اصفهان, استان اصفهان, ایران;32.6707877;51.6650002
Regiom. Pruss.;;;
Nuremberg;Nürnberg, Bayern, Deutschland;49.453872;11.077298
In Hanaw;الحنو, مديرية القف, محافظة حضرموت, اليمن;16.516852;48.804651
A Genève;A, Les Eaux-Vives, Eaux-Vives, Genève, Grand Genève, Genève, Schweiz/Suisse/Svizzera/Svizra;46.201715899999996;6.152540050000017
[Strassburg ?];Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, France;48.584614;7.7507127
Bairūt, Lubnān;;;
T' Amsterdam;Amsterdam, Noord-Holland, Nederland;52.3727598;4.8936041
Tot Utrecht;Volkstuin O.T.G. (Ontspanning Tot Genoegen), Leerdam, Vijfheerenlanden, Utrecht, Nederland;51.8940945;5.1100242865570475
Tot Tyel;;;
Turnhout, Belgique;Turnhout, Antwerpen, Vlaanderen, 2300, België / Belgique / Belgien;51.3233812;4.948461
[Frankfurt am Main] ;;;
Basel, Schweiz;Basel, Basel-Stadt, Schweiz/Suisse/Svizzera/Svizra;47.5581077;7.5878261
Francofurti ad Viadrvm;;;
Halae Magdeburgicae;;;
Arholzen;Arholzen, Samtgemeinde Eschershausen-Stadtoldendorf, Landkreis Holzminden, Niedersachsen, Deutschland;51.8667;9.56667
Gedani;Gêdani, Piste de Dittilou مسار ديتيلو, Ardo, راندا Randa, Tadjourah تجرة, Djibouti جيبوتي;11.781944;42.689444
[Kerpen];;;
In Firenze;1, Via del Termine, Peretola, Quartiere 5, Firenze, Toscana, 50145, Italia;43.8022891;11.2007613
Åbo ;Turku, Turun seutukunta, Varsinais-Suomi, Lounais-Suomen aluehallintovirasto, Manner-Suomi, Suomi / Finland;60.4517531;22.2670522
Tábor;Tábor, okres Tábor, Jihočeský kraj, Jihozápad, Česko;49.4116462;14.671067073598662
[Lancaster, Pa];Lancaster, Lancaster County, Pennsylvania, United States;40.03813;-76.3056686
Hohenselchow-Gross Pinnow in der Uckermark;Hohenselchow-Groß Pinnow, Gartz (Oder), Uckermark, Brandenburg, Deutschland;53.19054295;14.287268750850286
[Schweden];;;
[Bremae];;;
Ratisbonae;Regensburg, Bayern, Deutschland;49.0195333;12.0974869
Johanneshov;Johanneshov, Enskede-Årsta-Vantörs stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 121 26, Sverige;59.2946981;18.0840975
Oranienburg-Berlin, jetzt in Leipzig;;;
Günzburgi ad Danubium;;;
Saalfelden, Österreich;Saalfelden, Kaiserallee, Dorfheim, Saalfelden am Steinernen Meer, Bezirk Zell am See, Salzburg, 5760, Österreich;47.4268102;12.8297861
[Danzig?];Gdańsk, powiat gdański, województwo pomorskie, Polska;54.36143405;18.62821847557274
[Protektorat Böhmen und Mähren];;;
Berlin, Deutschland;Berlin, 10117, Deutschland;52.5170365;13.3888599
Baranowitsche;;;
[Renens, Switzerland];Renens, District de l'Ouest lausannois, Vaud, 1020, Schweiz/Suisse/Svizzera/Svizra;46.5349093;6.5928442
[Delémont, Switzerland];Delémont, District de Delémont, Jura, 2800, Schweiz/Suisse/Svizzera/Svizra;47.3615882;7.354445
Prague, Czech Republic;Praha, Česko;50.0596288;14.446459273258009
[Humenné];Гуменне, Вороновицька селищна громада, Вінницький район, Вінницька область, 23203, Україна;49.193054;28.699568
Sheffield, UK;Sheffield, Yorkshire and the Humber, England, United Kingdom;53.3806626;-1.4702278
boston;Boston, Suffolk County, Massachusetts, United States;42.3602534;-71.0582912
Kirchseeon;Kirchseeon, Landkreis Ebersberg, Bayern, 85614, Deutschland;48.0711431;11.8878323
[Konstanz?];Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Baden-Württemberg, Deutschland;47.659216;9.1750718
Dänemark/Denmark;Danmark;55.670249;10.3333283
[Dänemark];Danmark;55.670249;10.3333283
[Frankfurt <Main>];Frankfurt Main, Ziegelschneise, Neu-Isenburg, Landkreis Offenbach, Hessen, 63263, Deutschland;50.0537637;8.6370858
Tišnov;Tišnov, okres Brno-venkov, Jihomoravský kraj, Jihovýchod, Česko;49.348838;16.4244906
Edewecht;Edewecht, Landkreis Ammerland, Niedersachsen, 26188, Deutschland;53.1283992;7.9855044
[Augsburg?];Augsburg, Bayern, Deutschland;48.3668041;10.8986971
[Bradford?];Bradford, West Yorkshire, Yorkshire and the Humber, England, United Kingdom;53.7944229;-1.7519186
[Berlin?];Berlin, 10117, Deutschland;52.5170365;13.3888599
Melun;Melun, Seine-et-Marne, Île-de-France, France métropolitaine, 77000, France;48.539927;2.6608169
Cheongju City;청주시, 충청북도, 대한민국;36.6421169;127.4891742
Kritzmow;Kritzmow, Warnow-West, Landkreis Rostock, Mecklenburg-Vorpommern, 18198, Deutschland;54.0520394;12.052726
Boniswil, Schweiz;Boniswil, Bezirk Lenzburg, Aargau, 5706, Schweiz/Suisse/Svizzera/Svizra;47.3161571;8.1852511
[Logroño];Logroño, La Rioja, España;42.4661196;-2.4396676
Böklund;Böklund, Südangeln, Schleswig-Flensburg, Schleswig-Holstein, 24860, Deutschland;54.6;9.58333
[Gau Hessen-Nassau];;;
Gau Westfalen-Nord;Pfarrer-Gau-Straße, Dorff, Stolberg, Städteregion Aachen, Nordrhein-Westfalen, 52223, Deutschland;50.7373104;6.2043256
[Gau Bayreuth];;;
Gau Schleswig-Holstein;Seniorenanlage Heinrich Gau, Kirchstieg, Altstadt, Wedel, Pinneberg, Schleswig-Holstein, 22880, Deutschland;53.583398700000004;9.694211894222008
[Reichsgau Tirol-Vorarlberg];;;
Gau Pommern;;;
Gau Koblenz-Trier;;;
Gau Niederdonau;;;
[Gau Koblenz-Trier];;;
[Gau Bayerische Ostmark];;;
Gau Ost-Hannover;;;
Schupfart;Schupfart, Bezirk Rheinfelden, Aargau, 4325, Schweiz/Suisse/Svizzera/Svizra;47.5145465;7.9657804
Gochsheim;Gochsheim, Landkreis Schweinfurt, Bayern, 97469, Deutschland;50.0191354;10.2822101
Peterborough, Ontario, Canada;Peterborough, Central Ontario, Ontario, Canada;44.3048009;-78.3199496
Reichsgau Oberdonau;;;
Ithaca, New York;Ithaca, Ithaca Town, Tompkins County, New York, United States;42.4396039;-76.4968019
Lingen;Lingen (Ems), Landkreis Emsland, Niedersachsen, Deutschland;52.5224659;7.316584
Leipzig, Berlin;Möckernstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10963, Deutschland;52.5027915;13.3829406
Leyptzigk;;;
[Serrig?];Serrig, Saarburg-Kell, Landkreis Trier-Saarburg, Rheinland-Pfalz, 54455, Deutschland;49.5748582;6.5750795
Beirut, Lebanon;بيروت, محافظة بيروت, لبنان;33.8959203;35.47843
Wals bei Salzburg, Österreich;Wals, Bezirk Salzburg-Umgebung, Salzburg, 5071, Österreich;47.7910257;12.9651982
[Yixing];;;
[Wahlstedt];;;
[Ahlbeck];;;
Bumbaʼī;Bumbai Creative, Captain's Hill, Lucan ED, The Municipal District of Celbridge — Leixlip, County Kildare, Leinster, W23K5D0, Éire / Ireland;53.3710998;-6.4867868
Nagasaki-ken Nagasaki-shi;長崎市, 長崎県, 850-8685, 日本;32.7501611;129.8781002
Birsfelden;Birsfelden, Bezirk Arlesheim, Basel-Landschaft, 4127, Schweiz/Suisse/Svizzera/Svizra;47.5542152;7.6304739
Ofen;Ofen, Bad Ditzenbach, Vereinbarte Verwaltungsgemeinschaft der Gemeinde Deggingen, Landkreis Göppingen, Baden-Württemberg, 73342, Deutschland;48.570869;9.7112799
Lewes, UK;Lewes, East Sussex, South East England, England, United Kingdom;50.8746139;0.005115324110936268
Affoltern am Albis;Affoltern am Albis, Bezirk Affoltern, Zürich, Schweiz/Suisse/Svizzera/Svizra;47.2782467;8.4521518
Québec;Québec, Canada;52.4760892;-71.8258668
[Bad Schussenried];;;
Bern-Bümpiz;;;
Freiburg im Üechtland;Fribourg - Freiburg, District de la Sarine, Fribourg/Freiburg, Schweiz/Suisse/Svizzera/Svizra;46.8030044;7.1512891
Niederjahna;Niederjahna, Käbschütztal, Meißen, Sachsen, 01665, Deutschland;51.1658398;13.4347574
Bludenz/Austria;Stadt Bludenz, Bezirk Bludenz, Vorarlberg, 6700, Österreich;47.153037;9.8219314
Atlanta, Georgia;Atlanta, Fulton County, Georgia, United States;33.7489924;-84.3902644
Jyväskylä, Finland;Jyväskylä, Jyväskylän seutukunta, Keski-Suomi, Länsi- ja Sisä-Suomen aluehallintovirasto, Manner-Suomi, Suomi / Finland;62.2393002;25.745951
[Olomouc];;;
Grevesmühlen;Grevesmühlen, Nordwestmecklenburg, Mecklenburg-Vorpommern, 23936, Deutschland;53.8644705;11.1898839
Gutach (Schwarzwaldbahn);Gutach (Schwarzwaldbahn), Verwaltungsgemeinschaft Hausach, Ortenaukreis, Baden-Württemberg, 77793, Deutschland;48.246400050000005;8.207600253671268
[Kyïv];Київ, Україна;50.4500336;30.5241361
[Ukraïna];Україна;49.4871968;31.2718321
[Caracas?];Caracas, Parroquia Catedral, Municipio Libertador, Distrito Capital, Venezuela;10.506098;-66.9146017
Mürzzuschlag;Mürzzuschlag, Bezirk Bruck-Mürzzuschlag, Steiermark, 8680, Österreich;47.6053538;15.6723805
[Generalgouvernement];;;
[Italien];;;
Hanover;Hannover, Region Hannover, Niedersachsen, Deutschland;52.3744779;9.7385532
Tvbingæ;;;
[Marburg?];Marburg, Landkreis Marburg-Biedenkopf, Hessen, Deutschland;50.8117327;8.7757742
Hoyerswerda;Hoyerswerda - Wojerecy, Bautzen, Sachsen, 02977, Deutschland;51.4333103;14.250083
Köln, Olten;Olten, Bezirk Olten, Amtei Olten-Gösgen, Solothurn, Schweiz/Suisse/Svizzera/Svizra;47.3496571;7.903787
[Belgrad?];Београд, Градска општина Стари град, Град Београд, Централна Србија, 11000, Србија;44.8178131;20.4568974
Eichstadii;;;
Traisa;Traisa, Mühltal, Modautal, Landkreis Darmstadt-Dieburg, Hessen, 64367, Deutschland;49.8404385;8.6999675
Duisburg und Essen;Universität Duisburg-Essen, Südviertel, Stadtbezirk I, Essen, Nordrhein-Westfalen, 45128, Deutschland;51.46408285;7.005838648601001
Neustadt in Sachsen;Neustadt in Sachsen, Sächsische Schweiz-Osterzgebirge, Sachsen, 01844, Deutschland;51.0249519;14.2140882
[Kroatien?];Hrvatska;45.5643442;17.0118954
Münster (Westf);Münster (Westf) Hauptbahnhof, Hamburger Straße, Bahnhof, Innenstadtring, Münster-Mitte, Münster, Nordrhein-Westfalen, 48143, Deutschland;51.9564055;7.635792
Zürich und Leipzig;Zurich, 15, Roßmarktsche Straße, Borna, Landkreis Leipzig, Sachsen, 04552, Deutschland;51.124844;12.4985064
[Ludwigshafen am Rhein];;;
[Thessaloniki];;;
Saloniki;Θεσσαλονίκη, Δημοτική Ενότητα Θεσαλονίκης, Δήμος Θεσσαλονίκης, Περιφερειακή Ενότητα Θεσσαλονίκης, Περιφέρεια Κεντρικής Μακεδονίας, Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης, 54626, Ελλάς;40.6403167;22.9352716
Augsburg, Kassel;Tiergesundheitszentrum Dr. Kerstin und Stefan Augsburg, 5, Karlstraße, Wolfhagen, Landkreis Kassel, Hessen, 34466, Deutschland;51.3265951;9.17391875105632
Leoben;Leoben, Bezirk Leoben, Steiermark, Österreich;47.3805128;15.0947756
Oberkrain;Oberkrain, Villanders - Villandro, Eisacktal - Valle Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39040, Italia;46.63948405;11.522682320261293
[Krainburg];;;
Olen;Olen, Turnhout, Antwerpen, Vlaanderen, 2250, België / Belgique / Belgien;51.1438611;4.8597257
Diest;Diest, Leuven, Vlaams-Brabant, Vlaanderen, België / Belgique / Belgien;50.98456645;5.052873496255041
Constanz;Constanz Drive, St. Michael's On Sea, Hibiscus Coast Ward 19, Hibiscus Coast Local Municipality, Ugu District Municipality, KwaZulu-Natal, 4270, South Africa;-30.8265552;30.3963214
[Norwegen];;;
Steinbach (Taunus);Steinbach, Hochtaunuskreis, Hessen, 61449, Deutschland;50.1672827;8.572208
Berlin, Brandenburg;Brandenburger Tor, 1, Pariser Platz, Mitte, Berlin, 10117, Deutschland;52.51628045;13.377701882994323
 Dresden;Dresden, Sachsen, Deutschland;51.0493286;13.7381437
Neubrandenburg und Friedland;Neubrandenburg-Ost, A 20, Glienke, Friedland, Mecklenburgische Seenplatte, Mecklenburg-Vorpommern, 17098, Deutschland;53.5844905;13.4157721
Neustrelitz (und Friedland);;;
Seßlach;Seßlach, Landkreis Coburg, Bayern, 96145, Deutschland;50.1871223;10.8436513
Mannheim, Heidelberg, München;;;
Melbourne [Victoria];Melbourne, City of Melbourne, Victoria, Australia;-37.8142176;144.9631608
 Berlin;Berlin, 10117, Deutschland;52.5170365;13.3888599
[Vejby];;;
København N;N, Brøndby Havnevej, Brøndby Kommune, København, Region Hovedstaden, 2660, Danmark;55.6086002;12.442349509363797
[Krainburg?];Kranj, Slovenija;46.2432635;14.3549501
[Veldes];;;
Neumarktl;Tržič, Slovenija;46.3636679;14.3095397
[Laak a.d. Zaier];;;
[Skive];;;
[Skanderborg];;;
Humlebæk;Humlebæk, Fredensborg Kommune, Region Hovedstaden, 3050, Danmark;55.9618789;12.5305462
Dahlem;Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland;52.4573805;13.2810976
Mockmühl;Möckmühl, Verwaltungsgemeinschaft Möckmühl, Landkreis Heilbronn, Baden-Württemberg, 74219, Deutschland;49.3233013;9.3611411
[Loviisa];;;
Starnberg-Söcking;Söcking, Starnberg, Wörthsee, Landkreis Starnberg, Bayern, 82237, Deutschland;48.0017434;11.3154861
St John's, NL, Canada;St. John's, Newfoundland, Newfoundland and Labrador, Canada;47.561701;-52.715149
Wolfville, NS;Wolfville, Town of Wolfville, Kings County, Nova Scotia, Canada;45.0914073;-64.3645102
[Gau Steiermark];;;
Bann Cilli;;;
Entstehungsort nicht ermittelbar;;;
Entstehungsort nicht ermittelt;;;
[Untersteiermark];;;
Cilli;Celje, Slovenija;46.2293889;15.2616828
Marburg an der Drau;Maribor, Slovenija;46.5576439;15.6455854
Zürich-Erlenbach;Erlenbach, Bahnhofstrasse, Erlenbach (ZH), Bezirk Meilen, Zürich, 8703, Schweiz/Suisse/Svizzera/Svizra;47.3058073;8.5914071
[Pettau?];Ptuj, Slovenija;46.4198096;15.8717378
[Untersteiermark?];;;
[Marburg-Stadt];MAR, 30, Marschnerstraße, Johannstadt-Süd, Johannstadt, Altstadt, Dresden, Sachsen, 01307, Deutschland;51.05144075;13.760986933283744
[Cilli];;;
Trifail;Trbovlje, 1420, Slovenija;46.1558964;15.0540204
Pettau;Ptuj, Slovenija;46.4198096;15.8717378
Windischfeistritz;;;
Marburg a.d. Drau;Maribor, Slovenija;46.5576439;15.6455854
Marburg a. Drau;Drava, Podvelka, Slovenija;46.58758895;15.28087288455532
Marburg a. d. Drau;Maribor, Slovenija;46.5576439;15.6455854
Pähl;Pähl, Landkreis Weilheim-Schongau, Bayern, 82396, Deutschland;47.9056634;11.1751031
Tüffer;Laško, Slovenija;46.1537984;15.2354706
Marburg Stadt;MAR, 30, Marschnerstraße, Johannstadt-Süd, Johannstadt, Altstadt, Dresden, Sachsen, 01307, Deutschland;51.05144075;13.760986933283744
[Rann];;;
Wien, Krems;Klein-Wien, Gemeinde Furth bei Göttweig, Bezirk Krems, Niederösterreich, 3511, Österreich;48.3622134;15.6077794
[Pettau];;;
Rann;Brežice, Slovenija;45.9038696;15.5930859
Marburg (Drau);Drava, Podvelka, Slovenija;46.58758895;15.28087288455532
[Marburg/Drau];Drava, Podvelka, Slovenija;46.58758895;15.28087288455532
[Trifail];;;
[Luttenberg];;;
[Marburg a. d. Drau];Maribor, Slovenija;46.5576439;15.6455854
[Marburg an der Drau];;;
[Pulsgau];;;
[Heilenstein];;;
[Kunigund];;;
Stuttgart und Sigmaringen;DAV Stuttgart, 11, Werenwager Straße, Langenbrunn, Beuron, Gemeindeverwaltungsverband Sigmaringen, Landkreis Sigmaringen, Baden-Württemberg, 88631, Deutschland;48.073458;9.018769347159619
Cammin;Cammin, Tessin, Landkreis Rostock, Mecklenburg-Vorpommern, Deutschland;53.9889794;12.3592941
Schweiz;Schweiz/Suisse/Svizzera/Svizra;46.7985624;8.2319736
Kempten (Allgäu);Kempten (Allgäu), Bayern, Deutschland;47.7267063;10.3168835
Elmshorn;Elmshorn, Pinneberg, Schleswig-Holstein, Deutschland;53.7532486;9.6524559
Afrika;Africa;11.5024338;17.7578122
Iran;ایران;32.6475314;54.5643516
Litauische Sozialistische Sowjetrepublik;;;
Österreich;Österreich;47.2;13.2
Spanien;España;39.3260685;-4.8379791
Griechenland;Ελλάς;38.9953683;21.9877132
Vietnam;Việt Nam;13.2904027;108.4265113
Bhutan;འབྲུག་ཡུལ་;27.549511;90.5119273
Liechtenstein;Liechtenstein;47.1416307;9.5531527
Lettland;Latvija;56.8406494;24.7537645
Brasilien;Brasil;-10.3333333;-53.2
Vorarlberg;Vorarlberg, Österreich;47.25;9.9166667
Kroatien;Hrvatska;45.5643442;17.0118954
Norwegen;Norge;60.5000209;9.0999715
Odertal;Odertal, Bad Lauterberg im Harz, Landkreis Göttingen, Niedersachsen, 37431, Deutschland;51.6425969;10.4872693
Russland;Россия;64.6863136;97.7453061
Polen;Polska;52.215933;19.134422
Slowakei;Slovensko;48.7411522;19.4528646
Slowenien;Slovenija;45.8133113;14.4808369
Anatolien;Anatolin, gmina Pacyna, powiat gostyniński, województwo mazowieckie, 09-541, Polska;52.3256218;19.7635047
Südamerika;South America;-21.0002179;-61.0006565
Ungarn;Magyarország;47.1817585;19.5060937
Ägypten;مصر;26.2540493;29.2675469
Belarus;Беларусь;53.4250605;27.6971358
Estland;Eesti;58.7523778;25.3319078
Italien;Italia;42.6384261;12.674297
Ostafrika;Ostafrika, Hodenhagen, Samtgemeinde Ahlden, Heidekreis, Niedersachsen, 29693, Deutschland;52.748945;9.6153707
Tschechische Republik;Česko;49.8167003;15.4749544
Venezuela;Venezuela;8.0018709;-66.1109318
Belgien;België / Belgique / Belgien;50.6402809;4.6667145
Dänemark;Danmark;55.670249;10.3333283
Finnland;Suomi / Finland;63.2467777;25.9209164
Latvija;Latvija;56.8406494;24.7537645
Neuseeland;New Zealand / Aotearoa;-41.5000831;172.8344077
Antarktis;Antarctica;-79.4063075;0.3149312
Arktis;Arktis, Hafengroden, JadeWeserPort, Wilhelmshaven, Niedersachsen, 26388, Deutschland;53.5959775;8.1229721
Schweden;Sverige;59.6749712;14.5208584
Indien;India;22.3511148;78.6677428
Lateinamerika;ZI Lateinamerika-Institut, Südwestkorso, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 14197, Deutschland;52.468223550000005;13.310372274460732
Australien;Australia;-24.7761086;134.755
Sowjetunion;Botschaft der Russischen Föderation, 63-65, Unter den Linden, Mitte, Berlin, 10117, Deutschland;52.5161051;13.3834149
Kanada;Canada;61.0666922;-107.991707
Kolumbien;Colombia;2.8894434;-73.783892
Andalusien;Andalucía, España;37.3399964;-4.5811614
Tschechoslowakei;Tschechoslowakei, Erinnerungsstraße, Ufer, Mauthausen, Bezirk Perg, Oberösterreich, 4310, Österreich;48.2579149;14.5007822
Çanakkale;Çanakkale, Cevatpaşa Mahallesi, Çanakkale merkez, Çanakkale, Marmara Bölgesi, 17010, Türkiye;40.1535295;26.4139699
Türkei;Türkiye;38.9597594;34.9249653
Mongolei;Монгол улс ᠮᠤᠩᠭᠤᠯ ᠤᠯᠤᠰ;46.8250388;103.8499736
Ecuador;Ecuador;-1.3397668;-79.3666965
Hvar;Hvar, Splitsko-dalmatinska županija, Hrvatska;43.173981299999994;16.5564720701703
Lech;Lech, Bayern, 86983, Deutschland;47.7686752;10.8342813
Portugal;Portugal;40.0332629;-7.8896263
Böhmen;Bohmen, Schiltach, Verwaltungsgemeinschaft Schiltach, Landkreis Rottweil, Baden-Württemberg, 77709, Deutschland;48.28858;8.2775516
Guatemala;Guatemala;15.6356088;-89.8988087
Diecése;;;
Großbritannien;Großbritannien, Höhenstraße, Dobel, Verwaltungsgemeinschaft Bad Herrenalb, Landkreis Calw, Baden-Württemberg, 75335, Deutschland;48.7910892;8.4852566
Europa;أوروبا;51.0;10.0
Korea;대한민국;36.638392;127.6961188
Anholt;Anholt, Norddjurs Kommune, 8592, Danmark;56.71282975;11.562121460246487
Iisalmi;Iisalmi, Ylä-Savon seutukunta, Pohjois-Savo, Itä-Suomen aluehallintovirasto, Manner-Suomi, Suomi / Finland;63.5567679;27.1892281
Frankreich;France;46.603354;1.8883335
Markgrafenschaft Istrien;;;
Brügge;Brugge, West-Vlaanderen, Vlaanderen, België / Belgique / Belgien;51.2085526;3.226772
Langenschwalbach;Bad Schwalbach, Rheingau-Taunus-Kreis, Hessen, 65307, Deutschland;50.141688;8.071992
Ukraine;Україна;49.4871968;31.2718321
Kuba;Cuba;23.0131338;-80.8328748
Katalonien;Catalunya, España;41.8523094;1.5745043
Palästina;الأراضي الفلسطينية, الضفة الغربية, Palestinian Territory;31.94696655;35.27386547291496
Kamerun;Cameroun;4.6125522;13.1535811
Letchworth;Letchworth, North Hertfordshire, Hertfordshire, East of England, England, SG6 3TT, United Kingdom;51.9767243;-0.2305199
Asien;Asia;51.2086975;89.2343748
British Columbia;British Columbia, Canada;55.001251;-125.002441
Amerika;United States;39.7837304;-100.4458825
Eppstein;Eppstein, Main-Taunus-Kreis, Hessen, 65817, Deutschland;50.1403409;8.3942935
Kitakyūshū;北九州市, 福岡県, 日本;33.8829996;130.8749015
Oldenburg (Oldenburg);Öldenberg, Niederthalheim, Bezirk Vöcklabruck, Oberösterreich, 4692, Österreich;48.1090467;13.7156823
Persisches Sprachgebiet;;;
Petrograd;Санкт-Петербург, Северо-Западный федеральный округ, 190000, Россия;59.938732;30.316229
Osterwieck;Osterwieck, Landkreis Harz, Sachsen-Anhalt, 38835, Deutschland;51.9689672;10.7135463
Stolberg/Harz;Stolberg (Harz), Südharz, Mansfeld-Südharz, Sachsen-Anhalt, Deutschland;51.5741058;10.9552383
Bad Frankenhausen (Kyffhäuser);Bad Frankenhausen/Kyffhäuser, Kyffhäuserland, Kyffhäuserkreis, Thüringen, 99707, Deutschland;51.3560142;11.1005235
Lindau (Bodensee);Lindau (Bodensee), Landkreis Lindau, Bayern, 88131, Deutschland;47.550753;9.6926624
Bad Köstritz;Bad Köstritz, Greiz, Thüringen, Deutschland;50.9384864;12.0248996
Genua;Genova, Liguria, Italia;44.40726;8.9338624
Sachsen;Sachsen, Deutschland;50.9295798;13.4585052
Kanarische Inseln;Canarias, España;28.2935785;-16.621447121144122
Figueres;Figueres, Alt Empordà, Girona, Catalunya, 17600, España;42.2666314;2.9638434
Galicien;Galicia, España;42.61946;-7.863112
England;England, United Kingdom;52.5310214;-1.2649062
Limburg a. d. Lahn;Limburg a. d. Lahn, Landkreis Limburg-Weilburg, Hessen, Deutschland;50.3876305;8.0636197
Herzogtum Braunschweig-Lüneburg;;;
Livland;Vidzeme, Latvija;57.2995381;25.6660605
Mansfeld;Mansfeld, Mansfeld-Südharz, Sachsen-Anhalt, 06343, Deutschland;51.5929057;11.4529104
Henneberg;Henneberg, Meiningen, Landkreis Schmalkalden-Meiningen, Thüringen, 98617, Deutschland;50.4926067;10.3552002
Fränkisches Reich;;;
Reggio nell'Emilia;Reggio nell'Emilia, Emilia-Romagna, Italia;44.608664;10.594796841892734
Trechtingshausen-Rheinstein;Schloss Burg Rheinstein, Mainzer Straße, Trechtingshausen, Rhein-Nahe, Landkreis Mainz-Bingen, Rheinland-Pfalz, 55413, Deutschland;49.993587500000004;7.8585452538875735
Cividale del Friuli;Cividale del Friuli, UTI del Natisone, Friuli-Venezia Giulia, 33043, Italia;46.0936233;13.4303277
Lauingen (Donau);Lauingen (Donau), Landkreis Dillingen an der Donau, Bayern, 89415, Deutschland;48.5710836;10.4305438
Beiersdorf;Beiersdorf, Oppach-Beiersdorf, Görlitz, Sachsen, 02736, Deutschland;51.0712291;14.5355575
Caselle Torinese;Caselle Torinese, Torino, Piemonte, 10072, Italia;45.1774901;7.6463671
Torrebelvicino;Torrebelvicino, Vicenza, Veneto, 36036, Italia;45.718939;11.3088339
Umbrien;Umbria, Italia;42.965916;12.490236
Troppau;Opava, okres Opava, Moravskoslezský kraj, Moravskoslezsko, Česko;49.9389004;17.9024174
Mitteldeutschland;Mitteldeutschland-Viertel, Brinkum, Stuhr, Landkreis Diepholz, Niedersachsen, 28816, Deutschland;53.0155887;8.7771843
Neutitschein;Nový Jičín, okres Nový Jičín, Moravskoslezský kraj, Moravskoslezsko, Česko;49.594881;18.0102584
Minden (Westf);Minden (Westf), Bundesbahnhof, Rechtes Weserufer, Minden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32423, Deutschland;52.2905618;8.9344598
Traunstein;Traunstein, Landkreis Traunstein, Bayern, 83278, Deutschland;47.8701474;12.6423403
Aschersleben;Aschersleben, Salzlandkreis, Sachsen-Anhalt, 06449, Deutschland;51.7559549;11.462134
Krems an der Donau;Gemeinde Krems an der Donau, Krems an der Donau, Bezirk Krems, Niederösterreich, Österreich;48.409809300000006;15.60631866409324
Yokohama;横浜市, 神奈川県, 〒231-0016, 日本;35.444991;139.636768
Demmin;Demmin, Mecklenburgische Seenplatte, Mecklenburg-Vorpommern, 17109, Deutschland;53.9070019;13.0327836
Zemun;Београд (Земун), Градска општина Земун, Град Београд, Централна Србија, Србија;44.8444;20.4123996
Groß-Lichterfelde;Bahnhof Lichterfelde West, Hans-Sachs-Straße, Lichterfelde, Steglitz-Zehlendorf, Berlin, 12205, Deutschland;52.4433134;13.29472231944721
Rastenburg;Kętrzyn, powiat kętrzyński, województwo warmińsko-mazurskie, Polska;54.08239245;21.365154364692174
Neuhaus, Südböhmen;;;
Kutná Hora;Kutná Hora, okres Kutná Hora, Střední Čechy, Česko;49.9486561;15.2681123
